BodyLength,Wingspan,Weight,PlumageColorHead,PlumageColorBack,PlumageColorBelly,PlumageColorWings,PlumageColorTail,BeakLength,BeakWidth,BeakShape,BeakColor,LegLength,LegColor,FootType,EyeColor,DietType,FeedingBehavior,PreferredHabitat,GeographicalRange,MigratoryBehavior,BreedingSeason,NestType,ClutchSize,EggColor,IncubationPeriod,FledglingPeriod,SocialBehavior,FlightPattern,VocalizationType,SoundFrequency,TypicalActivityPeriod,Predators,Lifespan,SexualDimorphism,MoltFrequency,TarsusLength,WingShape,TailShape,ConservationStatus,TerritorialBehavior,MigrationDistance,ForagingHeight,WaterDependency,TemperaturePreference,ColorVision,NocturnalVision,HearingAcuity,OlfactoryAcuity,TouchSensitivity,PollinationRole,SeedDispersalRole,InterspecificInteraction,IntraspecificInteraction,LearningAbility,ToolUse,ParentalCareLevel,BathingBehavior,GroomingBehavior,FlightSpeed,SpeciesClass
7.339,9.657,3.574,8.449,2.276,7.246,5.111,5.011,0.162,3.306,1.444,4.62,6.029,7.013,1.42,2.194,2.794,7.442,9.479,8.331,2.432,8.437,1.251,3.006,0.073,6.752,4.475,9.895,0.708,1.571,5.926,3.671,8.244,4.531,2.691,0.887,0.092,8.443,6.472,4.622,3.431,5.599,3.52,5.926,0.905,No,No,2.403,2.008,6.081,9.153,2.689,0.169,2.206,5.087,9.675,2.602,1.126,8.435,0.792,4
9.383,6.742,1.826,9.198,8.258,3.019,5.206,0.73,3.666,5.437,4.799,7.198,5.268,4.131,7.203,1.907,1.401,7.258,8.469,2.117,5.764,2.51,7.023,1.951,3.278,1.841,5.041,5.865,7.897,7.405,6.536,6.186,1.477,4.12,5.798,9.531,5.445,6.169,3.69,7.119,4.949,9.838,2.055,4.495,6.589,Yes,No,8.057,7.091,4.363,6.638,0.006,6.917,5.243,1.738,6.609,0.321,8.731,7.652,7.546,4
8.675,4.049,5.151,1.991,5.135,8.365,9.61,9.766,1.706,6.068,8.355,5.695,3.262,7.164,0.211,1.483,8.429,0.676,7.21,1.357,2.53,4.034,9.613,7.427,4.564,4.888,1.657,8.246,9.393,3.279,4.379,0.543,9.683,1.251,3.615,6.262,2.033,3.128,4.737,6.945,7.103,7.804,3.201,6.872,8.88,Yes,No,9.442,4.759,1.075,5.301,4.439,8.731,5.259,5.498,0.136,2.483,6.167,3.565,0.131,4
8.159,4.911,8.06,8.788,2.913,2.237,7.873,9.711,6.246,4.684,2.455,2.764,6.158,4.641,7.188,8.065,2.208,7.513,7.287,7.962,8.82,9.198,2.639,7.16,1.687,3.176,9.918,6.217,6.916,0.231,4.032,4.967,6.436,3.974,1.8,2.844,9.642,1.919,5.57,3.842,1.948,9.454,0.929,4.515,8.432,No,No,2.756,0.503,3.463,2.107,6.903,8.422,0.233,9.214,9.961,4.51,4.405,1.795,1.461,4
6.328,1.571,4.341,7.49,6.039,4.363,4.623,9.913,6.772,4.911,5.678,0.435,8.001,3.994,3.079,3.856,2.736,8.117,9.431,0.797,6.1,4.668,6.641,1.533,7.104,1.411,2.314,6.123,4.446,9.071,7.749,5.243,9.877,1.796,9.707,6.97,6.202,4.793,5.536,9.672,4.997,1.924,3.181,8.095,6.119,No,No,6.729,9.528,8.155,5.061,8.359,4.626,7.617,6.976,9.36,6.208,2.494,7.024,5.295,5
7.77,2.77,7.768,7.044,8.775,9.39,4.586,5.79,4.802,0.39,3.365,9.707,6.506,7.438,4.677,6.052,0.1,2.017,9.909,1.499,2.903,5.139,0.926,9.109,0.348,0.807,0.395,9.766,8.852,5.372,0.225,2.911,3.514,2.505,4.929,0.251,7.168,8.868,9.345,6.888,5.271,0.365,1.88,1.21,4.98,Yes,No,7.084,1.302,1.553,6.987,3.633,3.937,5.012,2.273,4.166,6.978,3.068,4.999,7.906,3
2.012,5.513,7.569,5.376,0.459,8.583,8.379,6.229,0.732,5.49,8.506,2.604,1.709,0.699,3.218,1.004,2.823,7.059,9.39,8.529,2.838,8.779,7.754,3.185,3.633,1.544,3.01,8.47,5.179,2.296,8.758,1.943,0.685,8.443,3.821,2.454,7.773,6.67,4.342,5.71,5.349,5.722,4.31,6.69,7.171,No,No,3.442,8.052,1.931,8.073,0.454,4.007,4.145,8.227,3.709,8.738,9.87,8.625,4.981,4
2.937,5.47,1.888,4.682,8.416,4.7,2.869,4.732,0.463,0.44,7.99,5.812,0.432,4.914,9.072,9.482,3.413,7.543,2.02,3.302,7.296,9.671,8.324,1.991,5.897,7.655,8.045,4.955,6.25,9.95,2.226,2.273,4.962,0.53,4.678,0.692,8.741,4.974,1.752,7.596,4.41,2.919,2.41,2.607,4.454,Yes,Yes,8.73,3.949,5.788,8.614,2.662,8.16,1.539,3.227,2.588,2.603,0.908,2.297,5.648,4
6.693,9.074,1.647,2.9,2.078,8.54,1.737,6.794,6.685,8.688,9.908,5.157,6.657,1.314,9.986,0.654,4.925,4.058,4.451,9.226,7.341,3.656,8.039,9.064,8.648,6.877,9.969,7.241,9.035,1.632,1.787,0.582,4.689,3.637,5.041,8.029,0.3,9.899,3.163,5.585,2.938,8.383,2.474,1.921,2.364,No,Yes,6.786,7.832,5.037,7.959,6.527,2.18,5.612,8.075,2.501,0.027,9.702,7.08,6.535,4
9.395,4.504,3.243,3.927,9.165,7.777,3.764,1.065,0.085,3.289,1.295,7.627,9.255,9.471,4.551,5.419,4.372,7.035,2.065,5.619,9.016,6.127,0.895,9.05,3.89,3.931,8.888,1.765,4.629,2.197,6.801,6.349,8.002,4.428,1.455,5.095,5.354,9.986,5.61,0.782,9.224,0.983,1.856,2.435,1.241,Yes,No,3.404,4.162,5.737,0.006,8.109,7.803,4.553,4.463,4.695,5.05,3.278,1.748,7.714,4
1.571,0.846,4.084,0.262,3.093,9.972,5.482,8.824,2.164,5.595,6.869,8.252,6.958,8.997,6.178,3.167,8.652,9.295,7.871,0.819,3.041,6.949,8.998,8.441,7.399,9.382,2.401,5.61,4.421,8.576,9.019,6.07,9.446,7.562,8.433,7.104,0.694,6.643,1.71,0.757,5.39,4.611,4.223,6.914,2.2,Yes,No,6.879,3.807,0.743,4.583,2.08,9.583,7.54,9.161,7.245,4.304,4.027,7.659,0.278,3
4.394,1.677,7.702,3.912,3.977,0.873,1.195,4.657,7.01,7.544,7.277,6.323,3.419,1.931,3.447,1.204,9.39,6.559,8.366,8.267,0.689,4.121,8.656,6.992,5.868,8.854,5.881,8.217,8.631,5.498,1.959,0.715,9.236,5.156,6.444,2.744,4.141,4.114,2.279,0.439,2.952,4.605,8.647,4.845,3.595,Yes,No,8.328,1.559,1.441,1.086,1.969,3.648,0.231,1.387,5.179,5.314,8.712,9.027,2.403,4
7.115,4.505,1.318,1.954,7.95,9.124,6.711,1.444,5.868,7.001,1.198,2.697,7.316,2.214,7.952,4.002,6.753,8.525,5.266,9.205,5.761,7.81,9.252,0.9,4.697,5.022,7.373,7.663,3.718,6.724,6.942,0.488,2.524,7.41,4.196,8.806,7.226,1.275,6.611,0.037,6.978,8.309,6.029,4.593,5.59,No,No,5.632,3.374,7.089,0.353,4.634,0.037,6.681,8.707,8.706,5.156,6.615,9.226,8.966,5
0.499,2.313,0.539,1.13,5.116,1.503,9.286,8.485,5.498,4.692,8.101,5.197,6.904,8.406,0.207,7.262,8.78,0.08,5.856,9.127,0.794,4.504,1.857,0.148,8.856,2.093,8.321,5.089,7.618,0.464,6.241,1.396,5.2,5.13,4.746,4.701,5.961,7.358,4.379,9.864,9.381,1.017,7.997,6.32,5.629,Yes,Yes,3.539,2.362,7.112,7.742,2.796,7.01,2.687,3.907,8.783,8.083,6.218,8.046,8.86,3
4.707,6.218,8.25,4.202,2.153,8.83,8.58,5.205,9.254,8.589,9.412,3.812,9.182,9.026,3.835,3.156,8.561,2.242,5.792,2.498,1.473,1.075,4.449,3.752,5.275,9.702,9.601,7.776,7.589,4.828,1.323,2.397,2.09,0.746,7.351,1.025,3.265,5.741,7.163,8.472,2.043,4.694,8.663,9.365,4.116,Yes,Yes,8.297,8.98,4.339,1.241,2.186,7.461,5.572,2.314,1.299,1.656,4.99,8.78,4.673,5
8.268,2.409,9.89,6.957,2.727,3.91,7.167,9.498,4.714,0.329,6.562,8.719,8.655,4.248,2.54,4.296,8.021,0.684,2.65,5.511,4.678,5.95,5.787,6.47,3.124,8.332,8.865,5.775,7.776,8.947,0.334,7.867,6.294,5.489,5.357,4.61,2.647,0.317,4.481,1.604,8.528,0.682,2.674,7.611,4.894,No,Yes,1.751,8.887,3.15,2.896,7.385,3.163,3.414,8.98,1.215,8.61,3.912,7.104,0.766,2
7.01,4.918,1.111,3.466,7.096,9.0,6.025,1.356,9.06,2.364,7.002,4.636,2.557,8.404,3.416,4.48,9.155,9.213,9.782,7.92,9.733,5.108,4.725,8.232,4.65,7.052,6.595,3.933,0.586,4.733,0.897,1.169,4.685,4.257,4.232,1.454,4.898,9.375,5.366,4.985,9.167,6.015,4.282,4.868,7.233,Yes,Yes,3.009,7.762,4.243,7.129,1.9,7.125,8.869,2.314,0.874,3.789,3.902,2.742,2.377,3
5.24,3.799,7.401,0.083,1.541,5.479,5.194,2.592,7.933,5.754,4.143,3.33,2.554,6.558,2.615,7.588,1.722,6.713,1.016,6.273,3.385,4.437,6.36,4.289,1.526,0.797,8.368,8.742,3.518,5.325,6.253,8.804,3.947,3.102,9.499,4.962,3.833,7.049,4.267,4.537,5.122,3.533,3.928,5.669,6.904,Yes,No,5.345,3.6,7.65,4.859,1.043,3.429,6.293,1.331,2.068,9.764,4.23,1.608,5.95,5
8.925,0.027,9.24,7.91,8.98,6.499,5.872,8.379,0.682,5.939,1.71,5.915,8.356,2.926,4.58,3.27,6.457,3.071,2.693,4.94,9.834,3.932,1.277,6.831,2.179,9.927,4.922,5.006,6.051,7.834,3.557,9.697,6.886,7.739,6.147,8.224,1.708,6.558,2.811,4.885,0.03,1.797,4.524,4.547,8.817,Yes,Yes,8.36,8.574,0.727,0.408,9.703,4.807,5.027,6.723,1.569,3.672,7.827,8.46,0.411,3
7.595,9.033,1.534,6.173,9.927,0.127,3.643,8.742,3.122,4.572,0.791,1.298,7.519,2.097,2.765,6.556,8.229,7.641,8.349,3.665,1.255,8.024,6.457,0.488,8.358,6.886,6.523,8.16,5.151,3.549,9.73,5.457,2.799,7.824,8.268,1.588,6.176,9.131,2.745,6.634,3.639,5.719,6.235,7.673,7.559,No,Yes,1.469,7.689,8.032,9.209,1.184,9.471,9.701,4.475,9.761,2.415,6.215,0.66,5.122,2
3.517,7.755,4.056,0.361,0.901,8.853,9.951,9.757,3.764,6.527,4.819,3.035,6.735,9.0,2.653,0.073,4.264,5.966,7.145,9.732,9.284,4.773,6.171,6.182,4.602,1.078,9.296,3.598,7.271,8.806,1.334,9.825,3.845,9.212,6.766,4.539,1.657,1.189,6.569,0.435,7.986,1.129,3.13,4.597,8.128,Yes,No,1.75,6.011,2.471,6.652,7.847,6.476,7.575,4.152,8.763,5.162,6.267,2.03,9.165,1
7.891,1.779,9.283,4.306,5.994,9.917,4.946,9.85,5.696,1.336,5.887,8.573,6.773,9.845,1.848,9.964,8.477,7.178,2.517,4.93,7.757,1.991,2.39,7.56,4.973,9.175,1.249,2.035,0.116,6.992,6.122,9.076,4.778,9.707,4.632,0.42,8.689,3.969,8.666,1.713,9.622,9.806,5.326,9.948,4.846,No,No,0.635,2.059,8.949,5.427,8.506,6.194,2.306,8.44,8.789,4.994,8.486,5.146,1.601,3
9.564,2.265,9.606,5.95,3.158,3.474,3.412,1.262,4.971,4.735,3.99,9.814,7.191,7.793,4.314,2.393,7.722,0.027,7.137,9.832,8.487,0.327,0.97,8.195,8.224,4.922,8.084,7.166,1.009,5.152,7.69,6.5,7.977,8.4,3.778,5.145,9.965,8.164,7.774,9.89,3.417,9.564,7.825,3.763,0.138,No,Yes,3.678,7.759,2.339,1.236,7.494,9.716,8.212,4.005,5.497,0.435,2.745,9.937,6.901,3
3.298,8.113,1.32,6.65,7.356,1.421,7.076,1.581,1.252,7.138,3.212,1.499,4.523,7.567,9.263,5.349,7.476,2.374,1.194,9.59,8.222,4.817,0.988,4.743,0.508,5.834,4.096,3.575,2.788,2.979,9.212,4.744,0.151,2.631,0.993,5.458,4.02,0.321,8.511,2.474,8.723,5.155,6.735,1.813,7.171,No,No,0.66,5.057,2.841,5.375,6.315,3.497,7.199,9.512,2.46,8.593,9.943,9.293,3.467,5
5.381,8.55,7.498,6.463,4.445,5.833,3.007,1.695,0.524,8.544,1.623,3.133,0.367,6.696,4.426,1.496,2.742,8.109,1.76,4.891,6.065,9.311,4.088,9.196,2.702,3.981,3.569,2.39,5.865,8.575,5.349,3.973,7.622,7.223,3.887,2.441,7.417,0.11,6.039,2.009,0.108,3.605,7.837,2.17,4.269,Yes,Yes,4.835,8.493,3.478,1.888,9.803,8.314,1.449,1.301,8.166,9.078,4.909,2.034,3.634,3
1.281,0.798,0.952,8.272,6.786,6.265,3.733,4.328,3.8,6.301,3.308,6.895,2.347,9.165,7.806,6.278,4.546,5.497,1.363,8.321,4.778,8.371,7.605,8.526,4.584,9.182,6.866,2.514,2.772,1.164,2.362,0.024,9.507,7.918,4.417,6.81,8.194,0.805,9.459,5.345,9.026,9.692,9.532,6.31,4.954,No,No,7.595,7.786,2.204,2.088,1.622,1.208,4.828,4.231,1.704,1.261,6.134,8.549,9.801,2
1.082,9.436,4.807,0.034,3.735,0.437,2.421,1.385,1.5,4.709,2.921,0.446,3.446,7.277,3.511,0.821,2.289,7.926,6.3,7.545,1.633,4.189,7.181,6.431,2.087,7.683,1.984,0.781,5.359,4.304,5.496,5.207,0.492,6.929,0.02,1.663,9.541,3.399,3.855,1.009,2.53,6.334,6.592,3.268,5.088,Yes,Yes,5.474,6.61,3.027,8.65,0.481,1.29,3.514,5.886,8.763,9.409,9.698,8.742,2.173,0
3.118,8.879,7.887,1.003,5.974,3.43,4.896,3.364,1.639,4.246,7.519,1.956,6.053,8.39,7.525,4.15,1.172,8.426,5.618,8.74,4.725,8.799,2.203,0.021,5.97,0.826,9.837,3.092,4.711,3.805,6.999,1.86,5.532,6.855,3.162,3.47,6.247,4.77,2.596,4.92,2.616,4.828,1.707,2.567,2.382,No,No,8.854,7.895,1.996,7.418,1.211,9.616,4.925,8.795,9.877,9.142,4.947,6.049,8.845,2
6.247,4.482,4.593,2.084,4.985,8.068,1.05,4.08,9.351,0.445,7.896,1.158,3.609,4.87,7.307,6.698,3.594,2.332,2.744,2.912,9.701,1.194,9.277,8.059,5.019,6.256,9.181,1.606,1.609,6.681,0.3,1.261,4.977,9.751,4.277,8.359,4.123,8.126,4.591,3.237,7.631,4.921,1.757,8.884,8.586,Yes,Yes,5.657,5.678,2.852,5.919,8.833,5.223,7.923,4.695,8.161,8.324,9.923,1.029,3.925,2
7.875,3.578,2.619,5.981,5.141,7.024,2.351,6.079,0.092,5.237,8.177,6.662,1.949,7.203,6.786,4.524,8.055,1.335,4.351,1.004,5.117,4.766,6.789,9.3,2.205,0.491,6.952,4.164,4.578,9.79,4.059,9.24,0.719,9.372,8.978,7.331,0.927,2.057,3.51,7.156,5.55,3.366,2.441,3.881,7.359,Yes,Yes,1.651,3.287,1.907,6.621,5.318,8.043,9.531,0.372,4.47,0.441,8.845,9.667,0.715,3
9.502,9.258,9.893,8.198,7.32,0.48,8.044,8.073,6.358,8.638,8.437,7.89,0.815,5.433,3.936,6.491,2.702,5.42,9.256,0.335,3.735,3.276,3.196,1.308,3.926,7.415,3.292,7.162,7.14,7.047,4.505,3.01,4.631,8.15,8.103,3.556,8.697,3.276,3.551,5.001,5.193,3.444,7.666,8.342,4.454,Yes,Yes,0.124,3.45,4.205,3.627,5.135,7.587,1.02,6.868,2.236,5.046,9.392,8.303,8.059,2
3.983,9.747,9.483,9.455,9.441,5.366,7.82,4.466,8.841,6.7,9.7,1.05,2.5,5.317,6.651,0.968,0.298,8.254,2.194,8.182,8.739,2.701,5.82,1.032,5.085,4.552,9.242,4.303,8.956,1.896,8.806,0.44,0.436,9.626,5.71,9.572,1.647,2.524,9.581,6.497,8.769,8.583,1.506,1.639,0.024,Yes,No,5.22,6.768,9.208,3.791,2.627,2.211,0.915,3.449,0.473,7.002,6.401,9.471,0.608,4
4.085,2.104,1.623,2.625,1.012,7.087,6.571,0.755,4.223,0.773,1.495,4.519,7.215,4.983,5.061,1.022,8.548,3.934,1.512,5.252,0.43,2.99,6.808,9.126,8.804,5.635,4.748,6.57,6.618,4.614,4.191,6.719,9.44,7.548,4.075,7.769,3.477,7.047,2.887,5.608,7.89,9.858,8.335,7.654,2.009,No,Yes,9.353,0.049,2.483,0.234,0.885,8.961,4.925,6.399,9.501,1.157,7.372,5.237,1.55,0
5.435,7.136,3.334,5.872,1.408,7.876,3.287,1.61,9.009,3.234,7.151,4.426,2.935,1.139,8.784,6.927,9.735,1.991,9.189,7.639,9.75,8.984,2.607,4.347,3.925,2.148,5.163,6.782,4.059,4.135,8.579,7.644,2.862,9.311,2.367,2.803,1.517,3.854,4.608,1.405,8.838,3.738,0.719,6.976,7.649,Yes,No,5.23,1.617,9.865,0.986,9.895,1.004,7.55,3.886,7.332,4.683,6.507,7.296,2.344,2
9.568,6.324,9.068,0.276,8.265,9.571,9.558,4.695,7.393,5.045,4.866,9.08,3.969,0.382,8.115,1.797,3.909,5.8,3.714,2.685,7.983,5.444,5.461,3.684,9.552,3.799,3.111,9.211,9.778,0.508,9.689,5.588,0.473,9.681,8.192,1.947,8.796,5.725,5.576,6.056,5.338,7.269,0.499,0.728,2.05,Yes,No,2.658,1.933,8.107,1.253,2.224,0.476,2.09,5.963,7.997,0.103,8.994,3.909,2.911,3
6.62,3.711,4.578,3.766,5.15,8.522,4.838,9.602,6.26,1.55,8.647,5.345,6.147,5.202,5.523,0.415,0.862,7.748,4.36,9.151,6.972,5.349,8.744,9.69,9.554,3.6,8.039,3.224,8.897,1.678,5.893,8.721,0.958,0.395,2.019,6.309,7.72,0.67,4.546,4.947,7.321,6.179,5.621,0.424,2.088,Yes,No,9.143,2.989,8.775,3.647,7.833,4.335,2.644,8.932,8.044,1.671,3.594,8.962,9.028,4
5.719,1.959,1.207,7.48,2.781,4.212,5.419,3.493,9.254,4.923,6.552,3.44,2.605,8.38,6.532,7.505,1.014,8.531,4.301,6.595,3.691,9.937,4.601,6.064,8.758,6.17,6.415,2.765,3.15,6.863,7.977,1.158,0.885,5.521,9.299,0.595,0.339,7.106,4.852,4.092,4.804,6.325,9.121,9.74,8.73,Yes,No,9.508,2.096,2.884,2.121,1.582,6.604,0.607,9.524,6.456,5.079,4.916,4.574,7.638,1
6.478,5.005,0.144,1.753,4.813,3.782,2.748,2.359,4.902,5.254,6.845,1.014,9.612,6.482,1.507,5.145,6.528,8.197,1.105,8.51,5.351,7.331,1.736,5.386,3.886,5.961,7.567,2.821,4.794,7.575,8.415,8.59,9.821,1.115,2.588,7.064,9.566,7.262,7.552,2.358,2.047,0.865,1.508,5.227,8.347,Yes,Yes,3.561,0.082,9.0,1.498,4.919,2.665,8.845,9.879,0.647,2.351,5.901,8.73,8.176,5
0.66,0.91,4.161,9.289,1.104,5.913,8.975,1.576,5.928,3.157,4.126,0.102,9.411,9.868,8.698,9.634,8.889,3.17,5.429,2.682,8.549,5.394,3.386,5.553,7.295,2.515,5.632,9.628,7.12,8.667,3.892,5.753,2.995,8.581,7.644,1.71,2.59,6.426,2.761,7.144,3.661,7.362,7.819,1.602,3.476,No,Yes,0.52,2.3,7.011,8.478,6.371,1.133,2.897,7.923,0.812,5.125,3.763,0.054,1.403,3
5.964,9.713,7.757,6.467,2.815,9.303,2.83,5.389,3.888,2.773,5.956,4.158,4.843,8.37,9.903,4.226,4.217,3.576,8.709,3.398,0.344,4.798,7.566,1.264,1.134,8.325,7.688,8.422,6.914,2.809,2.266,8.032,9.19,8.043,8.299,6.272,4.003,2.947,2.471,8.144,0.158,3.926,5.411,0.671,5.123,No,No,8.835,9.845,1.672,3.199,3.56,1.332,8.256,4.033,4.176,7.433,9.281,3.21,0.212,2
0.714,5.148,5.145,2.293,3.455,0.151,2.237,5.034,1.673,0.302,6.448,4.005,6.842,7.57,4.422,7.148,6.764,2.951,2.593,1.238,4.441,7.978,0.763,2.01,2.42,8.712,6.713,6.793,2.918,4.892,0.752,7.779,4.402,8.189,4.473,6.836,6.171,6.741,2.904,7.062,0.584,0.881,4.958,0.707,6.565,No,Yes,0.591,5.03,6.24,2.832,4.422,2.0,8.216,1.273,0.505,0.614,5.247,6.158,6.608,5
1.745,2.725,7.498,0.381,7.46,4.965,3.03,9.519,2.284,4.722,2.495,3.828,5.406,8.602,9.384,0.689,6.965,7.694,3.627,3.492,2.201,6.733,0.86,1.986,2.673,8.562,6.094,5.625,8.761,2.505,7.945,5.493,6.379,2.191,0.229,0.388,4.47,1.678,3.523,3.569,2.524,0.7,4.672,3.837,7.174,Yes,Yes,1.574,7.713,9.288,2.987,5.206,6.582,0.432,0.205,1.937,8.21,1.042,3.235,5.62,4
7.356,7.641,2.449,3.513,5.491,4.836,3.486,0.023,3.649,1.273,4.547,3.574,8.413,2.099,4.843,2.051,9.649,4.732,3.669,5.355,0.694,7.296,9.582,6.09,4.372,7.579,8.098,2.445,5.314,7.88,1.207,1.658,9.36,0.503,6.233,2.51,6.612,4.582,0.137,2.498,4.702,1.089,9.051,0.484,0.779,Yes,Yes,9.166,7.829,6.26,6.835,4.505,6.512,7.903,9.31,5.81,2.51,7.563,2.684,4.206,3
7.505,7.128,0.482,4.989,3.386,7.937,2.344,7.3,9.99,8.525,2.949,6.277,3.099,2.301,3.736,4.141,4.787,9.612,3.431,4.631,0.082,0.898,3.857,9.856,1.903,5.814,8.6,4.634,0.292,8.122,7.577,0.178,9.495,8.385,6.034,9.443,0.59,4.569,0.074,0.929,9.724,3.332,2.089,0.018,9.101,Yes,No,3.852,9.67,5.389,1.808,4.177,3.929,7.357,6.597,6.375,6.538,3.44,1.474,0.691,0
3.99,5.531,3.958,3.57,5.983,3.509,3.814,4.074,6.678,3.621,0.664,9.394,2.758,2.362,7.607,3.709,6.572,5.844,4.283,7.109,0.794,0.071,8.78,6.7,2.094,5.638,4.333,5.096,1.737,1.815,5.906,0.213,8.462,7.62,9.52,8.96,8.635,7.385,3.013,8.516,4.196,8.855,8.833,1.619,6.774,No,No,6.217,2.435,3.499,4.837,6.99,3.598,3.46,6.7,6.303,5.018,8.669,5.842,8.203,3
9.847,2.455,9.682,9.88,8.382,5.278,8.101,0.143,2.541,0.002,8.856,6.858,7.164,2.445,6.235,6.404,1.523,9.38,8.383,7.796,3.476,8.74,2.498,3.485,0.147,3.695,2.853,0.679,2.468,5.085,8.163,6.838,7.813,9.07,1.867,1.393,7.839,6.075,6.342,9.895,6.604,1.453,2.948,6.51,9.2,No,Yes,3.626,4.616,5.941,8.617,7.443,9.874,7.917,8.991,9.544,1.462,7.831,0.985,3.4,2
7.89,1.682,8.314,5.941,2.053,5.027,8.82,0.041,6.613,0.855,1.231,1.09,2.293,5.938,4.763,0.69,6.612,3.187,1.201,4.829,3.555,6.525,6.074,8.697,0.719,1.5,9.645,0.85,1.228,3.063,0.55,1.362,6.123,3.398,5.652,9.954,5.512,2.943,4.015,1.254,2.978,8.262,6.244,3.12,6.098,No,No,7.91,6.201,2.945,8.332,2.569,8.349,2.961,2.181,4.375,6.52,8.083,8.694,6.531,2
7.524,6.783,8.653,3.908,3.318,7.539,7.486,0.826,5.369,3.895,8.15,0.879,9.228,7.034,9.864,3.16,8.677,4.283,9.864,6.505,7.286,9.472,4.169,1.738,9.345,0.95,3.093,9.816,7.977,1.949,5.744,4.175,2.913,0.215,0.315,3.201,0.062,8.459,7.836,6.67,4.363,3.01,7.795,5.706,5.226,No,No,8.637,2.081,8.986,5.687,1.746,8.613,0.971,1.353,5.212,3.354,5.658,3.021,9.157,2
5.86,3.787,5.253,4.631,6.064,8.612,7.573,7.188,9.21,2.767,3.954,9.313,6.597,5.423,7.922,1.584,6.225,8.97,8.309,0.844,4.774,0.777,3.157,8.726,1.353,7.751,4.358,7.337,0.209,6.268,9.846,8.806,8.915,8.964,0.193,2.165,0.347,5.608,6.21,0.983,3.914,3.569,5.025,7.596,7.001,Yes,No,5.391,3.623,1.156,3.928,6.149,5.734,4.025,3.664,1.267,8.344,0.187,1.114,0.41,0
2.323,2.557,4.518,2.89,7.984,1.471,9.911,1.118,1.465,1.857,7.984,3.928,1.794,1.003,1.112,3.67,1.398,5.093,5.485,7.76,6.014,7.874,0.972,4.434,3.058,8.102,1.993,4.911,4.95,4.208,8.454,7.984,3.004,6.478,0.984,7.175,5.809,5.311,2.622,8.226,5.161,0.849,0.847,3.69,6.939,No,Yes,4.173,9.223,7.306,8.393,1.515,5.693,6.19,8.57,4.487,0.787,4.097,5.528,4.045,1
8.782,7.951,4.062,7.274,7.707,6.108,4.332,9.82,5.87,3.112,8.337,6.438,2.473,2.864,8.109,4.428,3.268,9.853,2.538,0.764,8.8,7.515,6.362,5.053,1.279,0.649,2.644,2.991,9.9,1.381,4.439,8.02,2.027,0.382,7.598,1.024,0.425,3.759,6.868,6.996,4.895,7.137,5.941,7.772,3.151,Yes,Yes,0.087,8.659,6.28,3.757,3.909,2.379,3.188,1.331,8.409,5.566,7.532,3.855,2.133,5
9.919,4.468,2.626,0.418,7.007,2.575,5.514,3.296,5.703,1.0,5.805,2.877,8.639,9.123,9.203,1.066,8.929,1.161,5.643,5.223,2.823,6.598,8.439,2.492,4.356,2.133,4.875,0.299,8.58,4.521,5.057,9.068,5.858,7.637,8.636,4.323,5.071,0.871,6.939,0.966,2.593,9.614,3.264,2.933,1.122,No,Yes,7.875,8.503,9.265,2.746,6.222,2.287,8.874,3.14,7.927,1.463,6.331,8.975,9.247,2
6.929,1.582,9.693,2.82,7.731,2.396,8.396,3.322,8.837,3.234,4.219,5.006,2.8,2.504,5.531,2.405,8.596,1.584,1.861,3.672,5.0,1.656,4.146,8.047,0.992,8.113,8.934,7.331,9.549,7.63,0.46,9.563,6.103,8.436,1.942,3.854,7.185,2.255,0.933,2.893,2.604,5.352,9.28,6.157,6.236,Yes,Yes,2.676,3.209,6.878,8.674,1.114,8.732,8.474,5.875,7.676,6.124,6.401,6.176,4.594,3
7.834,6.886,1.322,4.407,1.408,5.694,7.243,8.947,7.98,4.032,8.809,4.636,4.478,6.431,3.061,2.543,4.231,9.498,2.435,5.361,8.64,1.659,4.899,3.058,3.218,5.493,0.319,4.478,2.01,8.954,8.09,8.795,6.025,0.132,8.986,2.818,6.133,7.538,9.476,0.61,9.932,1.594,9.974,9.686,1.847,Yes,No,8.606,0.839,3.451,4.222,0.284,5.617,9.39,9.351,1.161,1.713,7.473,4.29,3.512,2
2.829,9.677,5.918,8.444,5.17,8.174,1.397,0.127,1.876,5.451,4.054,3.694,1.494,2.705,8.949,3.265,7.329,7.459,4.924,0.471,9.256,2.184,9.626,2.556,1.137,3.904,7.282,7.705,3.45,0.754,1.561,7.904,1.458,9.431,9.414,3.558,1.214,4.612,5.185,9.103,4.671,3.747,1.549,3.855,9.268,Yes,No,8.408,3.646,7.347,7.389,5.122,0.67,2.652,2.181,8.631,5.079,3.953,4.927,9.062,2
1.306,0.203,2.735,7.398,9.436,2.65,8.874,2.8,3.362,7.268,1.916,8.965,7.801,4.336,8.657,4.797,3.076,8.066,8.178,0.444,9.255,0.001,9.649,9.739,0.291,5.708,1.912,0.898,2.9,2.417,0.999,1.145,7.929,3.453,4.433,3.363,3.735,6.63,6.614,3.494,1.09,9.894,5.486,6.054,1.199,Yes,Yes,7.597,9.097,3.008,9.309,4.028,2.142,6.316,9.218,5.67,0.129,1.218,5.463,9.879,4
